plainText,key,cipherText
11011111,1100110100,01011110
01010011,1111011111,01001110
10001001,0111110011,10010011
11101011,1000110001,11111100
01000001,0001010010,01101110
11111110,1011110111,10010000
00101110,0001101100,11110001
10010100,1011110101,00101011
10100110,0101011011,01100001
00001111,0101111001,00010011
01100001,1010111011,01000101
11100000,0011101101,10000010
01001011,1001010101,11110001
11110111,0110000011,11101011
11000101,0011100001,00111001
01010011,1101101100,00111111
00010010,0110010100,01011000
11100101,0111000010,01101100
11001011,0011000111,00110010
11001100,1110100010,10100111
00010110,0011001011,00010000
00101001,1000110101,00111100
00110011,0100001100,11000111
01011110,0110010111,01011010
01100001,1001100010,10000011
00011100,0000000001,11010101
11111101,1101111111,01110010
00110001,0111000101,11001000
00100001,1001100001,11011000
00001011,1010011111,01011100
00001101,0110110111,10111110
01000111,0101000010,00000111
10011011,1110010110,10010111
10010110,0110001111,00100001
00001101,0101010110,10010100
01110100,0110110111,00110111
00101100,1110011100,11100101
10101100,1000110111,10110110
01010011,1101011110,00000111
10110000,0010001010,01101011
10101001,1011010110,00000010
10100110,0000110001,00000011
10011101,1101101000,11000101
01001110,0111101010,11000110
11011010,1000110111,00010011
01101100,1110011101,10011000
10010101,1001011011,11010001
01110101,0001110101,11111000
01000101,0111000110,11101111
01100101,1001010001,01101000
11101000,0100101110,01111111
10011000,0111001101,10110011
11110111,0100001100,01110100
01000100,0001001000,10100101
01011101,0111000101,11011010
00010101,0110111000,10000000
10111101,1001000000,11011001
01001101,0011000101,10110100
00100000,0010101100,01011111
10010011,1101010101,00100110
00101000,1001111000,10011101
01000010,1100001110,00110010
00000110,1111110110,00101110
11010101,1010010001,01001101
00111011,1100000011,11011000
10011010,0010011110,11110110
10100011,1011001001,01001111
11000111,1100011010,10000100
11101100,0111100010,00111111
11110000,1000111110,00010001
00100001,1101110100,00110000
01000001,1001110011,10000011
00110111,0000110111,11011101
10001011,1100000111,00011000
01011101,1000001000,01100101
00101111,0000111011,11001101
10000001,0101100010,01111101
00110111,1101110011,11110100
00101011,0010010010,00111111
01111101,1110111001,01001001
01110001,1000100010,01100000
11001001,0000101101,00111111
10001000,1011110011,11001101
11111001,0111001000,10010010
11111001,0011100111,01100101
10111100,0001001100,10011111
10000111,0110110111,00100010
10100011,1010101110,10110001
01100011,1100101110,01101011
11010000,0011110011,01011111
11010010,1000111110,01010010
11011100,1101111100,11110010
00010101,0000010111,11010110
10111110,1111000010,11100100
00000110,0000001000,01110000
00000001,0001101100,10100100
10100110,1000011010,10000000
11000110,0001111101,01011111
01111110,1101111001,01100001
01000011,0000001100,10000111
00001111,0100100011,01010010
10011110,0101011101,00100110
10011000,0101111111,01101110
01010010,1100101010,01011101
10111011,0101001010,01100111
11101110,0000010110,10100010
00110001,0000010010,11110011
00000011,0000100001,11001011
01000101,0001010110,01101011
11110000,1101011011,01001111
11010001,0101110000,00111011
11100110,1111000010,01110100
00010000,0010001101,10011101
01100011,0001011011,10110000
10110010,1101100001,11110010
11001110,1101110100,00001110
01000101,0011101010,00100100
01000110,1001101110,10110101
00000110,0111010100,00111110
00100101,0001110000,11100011
10101101,1101110000,00101001
11011101,1001100011,00001110
01001111,0110100010,00000111
00000100,1101101100,00001100
10001101,1110101101,10100100
11000110,0010110100,01011110
11011101,1001111111,11011010
00000101,0100010000,10101101
00110011,1011111111,01010010
00010011,1010000101,00100111
01001101,0011111100,00011011
10001001,0011100010,00111011
01000011,0110100001,00110111
00001010,0010101010,00000011
01000000,1101100011,11100101
11001100,1000011010,01110100
00110100,0111111110,11001010
11101000,0000011001,11001110
11001101,0111101111,10100000
01100000,0110010011,01011100
11111100,0101011111,00110111
10010010,0001110000,00100111
01011100,1001010110,11000110
10100011,1010001010,10110000
10001100,1001010011,11000101
00100110,0010010001,11001000
01000100,0111100001,01101110
00001110,0101011111,11110111
01001100,1001000111,11111111
10010101,0000011010,00111010
00110001,0010010100,00000110
01110001,1011010000,11011011
00010011,0001111101,11010000
10001001,1000111110,01000111
00010110,0000101100,11100000
10101000,0101110101,00010111
10011110,1101000111,10100101
00011010,1011000010,01101111
11110011,0100111100,10111101
11000010,0101001010,00110001
01001001,1010111001,10010111
10111101,1010110001,01001001
00110001,0110110000,11001011
01001000,0001011111,11011111
00110100,0111101110,10001011
10111001,0101000100,00101001
00100101,0100110101,00000100
10010011,0100010110,00110011
11001101,0111110000,10011011
01010010,0010100001,01000001
11011110,0010010111,00111100
11100010,0101100010,10001011
10000011,0010110101,01000001
11011100,1011110001,01100010
01001010,0111001101,01101001
00101001,1110011110,01100100
10011110,0101000101,11110011
11010001,0010010111,01001001
11011111,0111101011,11111111
10110000,0000010111,00001000
00001011,1010100110,11110111
00000011,1100111111,10111010
11111011,0000001000,01100111
10010010,0001011101,00111001
10001111,1001001000,10001101
00000100,1000110011,11101010
01000111,0111011100,01110011
00100101,1011101111,10000100
11110001,1011001001,11100111
11101001,0010001111,01001011
00110100,0000101001,10110000
10010000,0110111011,01101111
11011011,0110101111,01001100
01101000,0001011000,10001111
01100001,1000000111,00111101
11010110,1101000010,00011110
11100001,1000111010,01000010
11110001,1010101101,11011000
00111010,1011011001,10011000
10101100,1010001101,00101011
01111001,1000111010,11101111
00001010,0101101110,00011110
10100110,0010110110,11000100
00111100,1000011101,00110011
11011000,0111100000,10101000
11000111,0101010010,11100000
10111101,0100011000,10101000
01001110,1010011000,11001000
10001000,1001110111,00001101
00011111,0001001011,00000101
00100100,1011011110,11101011
10010101,0001110010,10011010
01111001,1010001110,11100110
10101101,0111111011,00011000
01001110,0011000011,00110011
11111110,1000011111,01011000
10011110,0101011001,01101011
10100111,1100110011,00110111
10001110,1110101111,10001010
11010100,0110101111,11011110
01110001,0101101011,01001011
11010101,0110110001,11011101
01100100,1010011111,10100010
00110110,0010011100,00000001
01011110,0011110001,11100101
10000011,1010000010,01011010
01001101,0001110111,01100001
01000110,0101110011,00101001
10011101,1111011100,00100001
10101000,0001111001,11011100
11010101,0110111100,00111011
10111000,0111100011,11100001
01011110,0110100011,01111011
00011110,1110110111,01101100
11100100,1000100001,00011010
11010110,1110101101,00000011
01101001,1011101000,10100011
01001000,1111010111,11110011
01000101,1101111011,00110100
11000000,0110001001,00001001
11101111,1110011111,01000111
01110011,1100100000,01111111
10011100,0111101111,01100010
10010001,0101000011,01010111
00010101,0001011001,10100011
11011001,1110010110,01010110
10100110,1001100010,10001100
11110010,1011011101,00001001
01111111,0100011111,10000011
11111011,0001111010,10010010
00100111,1110100110,00010100
11010101,0011111011,10101101
00100111,0011101101,10100011
01111111,0110011111,10101111
01001011,0110001101,00110010
11010110,0011110111,10010100
01100001,0001100011,01101010
00011001,1000100100,01100011
10111011,0101100011,00111010
11100110,1000000001,11001011
10010101,1101101111,00011000
00110110,0111001110,10110000
11001011,0111000100,01010101
00010110,1101000011,01101101
00110101,1011110010,00001100
01110011,1000010101,01011010
00111011,0001000100,10111110
01000110,1001110010,01111010
10001111,1110000100,00100000
01001000,1110101101,00010100
01100011,1110101111,00000010
11100010,0011110011,00101111
00100000,0100101010,11001110
01011010,1011010111,10011011
00100000,1011110010,10111101
00001100,0110111000,10011001
01101101,1100011100,10111110
10011101,0001111100,01101011
10110101,1100011001,11001101
11110101,0001101110,00000001
11011011,0000101100,01000010
11001001,1111101111,01100111
00000100,1011000100,01110010
11110110,1010110000,00100000
00010010,0000110101,10011001
00010010,0010011010,11101111
01011100,0101110110,01010110
11001100,0110000110,11111100
11110110,1101111010,00011100
11110100,1001111110,11000110
10101101,1101110110,00001010
01110111,1100000100,00110110
11001100,0010110101,10100000
00110001,1001011111,10111111
11010011,1011001101,00010101
10010011,0011111110,11111101
01110010,0101000011,10010110
01011000,0111011001,01000001
01010100,0010100100,10100011
01011000,1110110010,00110010
00011001,1001010111,10011001
00100111,0000100011,10000000
01010111,1001001010,00000110
00000010,1110110100,01111101
01111001,1001100101,11001110
11100000,0001011111,11111111
11111011,1110100111,01100010
11111101,0111110000,10110100
11010110,1001000111,00011111
00111000,1010110100,10000101
10111101,0001101110,11011010
10101111,0111010000,01101000
00000011,1101001111,00010000
00001011,0111100001,01101011
11111100,1101100110,01101001
00101001,1001011001,10110111
01001010,1110101000,00000001
01001100,0001110000,11100100
11101001,0011111101,11010101
00101110,0011100011,00101111
11001001,0100001010,00100111
00001011,1110110000,11000111
11101010,0111111111,00100000
10001101,0001101011,01011001
11001101,1011011111,10101110
01010011,1000011011,10001101
01011000,0101111110,01110101
10100011,0010110111,11101011
01001111,1001110101,10010100
10101001,1011111001,00111001
10000000,0000100010,01100110
10001100,1001111011,10010101
01110101,0100000011,10001110
10110011,1010010110,11110001
11101101,1000101101,10010000
10110000,1101101101,10011001
10110100,1010001110,01101001
11001101,1100010100,10000010
10011000,0111100000,00011000
01001101,1110110011,11100110
01110111,0100110100,10001110
11111100,0110010011,10011010
11000010,1001001010,10110011
00101000,1110010010,00110100
00110001,1101010101,01001011
10100000,1010100011,01100101
11011101,0100110110,10101011
10000001,1010111001,10011001
01100110,0100011000,11100100
11100110,0001010100,10001100
01111011,1001011001,01011001
01100100,1111101010,10010011
01000001,1010101101,00101111
10000000,0000101111,10000100
11101011,0110011101,10010000
10110111,0110100100,00111101
01000111,1001001110,01000000
01011001,1101011101,10011111
00001100,1101110010,11100110
11110101,0010111110,10100011
01001111,0000000000,00101001
00111110,0111001101,10000001
11011111,1001100011,00000001
11110110,1111010001,01100011
00100011,1011110111,11011111
10101001,1100111011,00100011
00101001,1011100110,11101000
11111000,0010001111,00111101
10010011,1100110010,10110000
00010011,1101000110,00111001
01101100,1101010101,00110000
11101001,1101101110,10000110
10110110,0110111100,00100111
10010001,0010001001,11101011
11111100,0110010110,01110110
01000111,1100000111,10000001
00100010,0110101001,11110000
10010100,1100010101,00010011
11110000,1111001000,11101001
11101001,1101111101,00101000
00100101,0001010011,11111110
11111001,0110101101,00110001
01110011,1000000011,10100110
11100011,1101111010,10001111
00111100,1011111110,01100110
01100000,0001100001,10001111
00011011,0100000000,10001111
01010001,0110001100,00110101
00010010,0101000010,11101011
10110111,0011000010,10000010
10000101,1100011010,00011011
01010010,0111101111,01000100
10010110,0110000100,00011010
00010101,1011110110,00001001
10110011,1011110110,00010011
11001010,0011110111,00011100
01001000,0100011110,11010000
00010100,1010010000,11011001
01111010,0110111110,01001100
11011100,1000111000,11101101
11001101,0000101000,01110110
00000110,1110011101,10010011
10111001,0100010111,10110011
01001011,1011111101,00011010
01100100,0110100101,11000001
10011000,0000110100,00110011
00011100,1010011111,01110101
10101000,0000110000,00011001
00111100,1011110000,01011101
10010101,1101000111,01001010
00010001,1100010011,00010100
00010001,1011001101,11010000
11100111,1001011010,11001010
10110100,0000111001,01011010
11010101,0100010101,11110000
00011011,1011000010,01010111
01001010,1100100110,10011010
01000100,0101001010,10110001
10000010,1101110101,00011000
11111001,1001001010,10111010
10101101,1111011110,11010111
01011101,1001011000,01010110
11011001,0101111110,01101110
11111001,0000110000,11011011
11001110,1001101101,00100000
10101000,0101010011,01001110
11010100,0100000110,01011001
01011011,1010100011,11001000
01100001,1100011100,10100010
01010001,0010110110,01001110
10110111,1101000111,10110011
10110010,1010110110,10100000
11011100,0001011000,11001111
10010111,1101110001,11101110
00010000,0111100010,11000101
00101000,0111011000,11110110
01010100,1000011010,11110011
11000001,0011010000,11110100
00101011,1100011101,01101101
00011001,0000100001,11001101
01010100,1101100001,10011100
11110111,1101001100,11110000
01001010,1011001011,01110010
00101100,1001011000,11011100
01001111,1101111110,01000111
10110100,0110101110,00001011
00100101,1001110001,11011100
11010101,0101111100,00010001
01011010,1111100111,11111010
01100111,1111101111,10100001
01001001,1101001011,00101100
00000110,1110100001,00011001
01101010,1010011011,10110000
10111001,0111101001,10101011
01111000,0100001001,10101010
01000110,1001011101,11001001
10000110,0101010110,10010110
00100101,0111101001,00000101
11110100,1001001100,10000001
11100000,0110011100,00001100
00100111,0010111101,01011110
11001000,0101000110,01110111
01101110,0000110000,11101111
00111001,0000011111,10110011
00111100,1101101001,01101101
11011010,0110010001,11110010
01000101,1000001110,00000101
00111100,1111111111,10001011
01101001,1100100110,00000110
00111101,1000011010,00111110
11011100,1101111111,10111101
10011001,1011110111,10010111
00000000,1001011111,11100011
11000000,1001110000,01001000
00110011,1010010011,01111111
00111001,0100100100,10001001
11110110,0110111111,00111100
10000111,1110101011,10110000
10000111,1011111101,00000110
11011110,0001001111,11010101
11111000,1001001100,00111110
00000110,0010101101,10110000
10011001,1011000101,00011101
11000100,1101101100,01111010
01100011,0101101011,00010001
00111101,0011001110,10010101
11100110,1010001010,10110100
10010111,1101101101,10001001
01100101,1010001011,01000001
10111101,0011110010,10110100
00011011,1101001000,11001101
10111001,1010101110,11110100
10010101,1110110000,00110000
00001000,0010100010,11000110
01001110,0110111010,01111110
10110100,0110100100,10111001
01000110,0101011111,01111111
01111011,0010000011,11110100
00010111,1011100100,10100101
00110001,0001101101,00100011
11011100,1111011100,11111010
01000011,0010111101,01000111
01110110,1111101101,10101011
10100011,0001011011,01000010
01101000,1100110010,01101101
11100100,1111000111,01100011
11100100,1110110010,01011100
00101111,1101110101,10101000
00000101,1111011010,10000001
01101101,0010111010,01000101
01001101,1100100101,10001000
00010111,1011011000,00101111
01011101,1001100110,10000000
00010000,0011111101,11011010
10100111,0010011000,11110100
01000011,0110100010,11111100
00100100,0110001010,10000011
11111110,1110000001,10000011
10101010,0001010111,00101000
01101101,1011000100,00111111
00011001,0111100100,10101010
10100010,1010101010,11100001
11110111,1010101000,11010010
00110100,1110101100,00001001
11100010,0000100100,00111110
01010101,0111010011,10001001
11101010,0111110000,11110011
11100100,1011100011,01000110
00010111,1001010100,01000100
00110110,0000100111,00110011
11001110,1110111001,00001011
11101101,1100100010,11101000
10111111,1101111001,11001110
11101001,0110010101,01110101
11101001,0000010000,01111100
01011010,0011100011,00001110
01011110,1011100110,01110110
01011111,0111101011,01011001
01101001,0011011101,11110011
10110000,1001001111,10011111
10111111,0100001011,01111001
11101010,0100000110,10100110
00010000,0000011110,10101001
00111010,1010111100,00011010
01110100,1001100111,11011010
01101111,0010001000,01011011
11010001,0100010011,01100100
10110000,0101001100,01110000
01100101,0001000011,00101011
11101100,0010110010,10110101
11000101,0110000000,00110010
11101000,0011000011,00011011
00101011,0110101011,11100101
11000101,0110011001,11011000
11001101,0111101100,11110101
11101101,0000110110,01001000
11111100,0100001010,01111100
01101000,0000010111,11110111
10100110,0001001101,01100110
00110011,1111010101,11000000
10100001,1011011000,11101100
00100000,0101010110,10000010
00011101,1000110010,01000100
01011110,1000000110,01111000
10011111,1111111001,10001110
11110000,1010000011,01001000
11011100,1100000110,00110101
00100001,1111110000,01011000
10101100,0010101110,10000110
01001000,0110110110,10111110
01010010,1110011011,10111000
00100101,1110001111,10010000
10111001,0001101001,10000011
10111000,1000111010,10110010
11110100,0010101011,11011011
00001110,1010000100,10010011
00000001,0101110100,10001110
10101010,1011101011,11001100
00111010,0111011111,10000111
00101100,1011111111,00011110
10001111,1000100011,11010000
10000011,1011110101,11000101
00011101,1100011010,10010110
01001010,0010011101,00111100
10010000,0100101101,00110011
10111111,0111010110,11011010
10010110,1100111101,01111110
11010011,1110011001,01010111
11000001,1011101000,10110001
00101000,0111100111,11001000
01000011,1101000110,01100011
00000101,1001100110,01010111
11100111,0000101101,01101101
00110001,1100111101,10101111
11101110,1100011110,00010010
11100010,1101101101,11000011
00101011,0110011000,00001011
01111011,0001010011,01101001
00010000,0111111010,10001010
00011101,0001100101,00000011
01010011,0100001011,11111100
01011111,0111001000,00010010
10101000,1011101011,10111001
10010100,0100110110,00101100
01110000,0010000100,11101110
11111011,0011010000,00101000
10000110,0010101110,11111001
10000100,1010010000,11100110
11010100,0111010100,11000010
11000100,0001000010,10110001
11011110,1100110001,10001011
10100011,1110001111,00010000
01100011,0100011111,00100100
10110111,1001110011,10010010
10000010,1111000000,10111101
10000001,1101011100,00101100
11110101,1010110110,10100111
00111011,0101011110,10100101
11001101,0001100100,11111011
11000100,1010111110,11100101
01110000,0100110110,10010011
00001001,1011010010,01001100
11111000,0000100110,01011110
10010000,0110100011,10000100
00010000,0110111100,00010101
00011001,1011111011,01000000
01101001,0100111010,11001000
01001010,1010010001,10101010
10010111,1011001101,11100000
10000010,1101000000,10010101
11100110,1101100000,11001100
10001010,1110000000,10110101
01010101,0101011111,11000010
00011000,0010000010,01001000
01010011,1111001010,01001011
00001011,1100011100,10100100
10100100,0110111001,10011001
10001010,1010110100,11110001
11011100,0101110100,11100100
10011010,1100100011,11100011
10010101,0000100010,11111101
00101000,0110001000,11111100
10101000,0001001110,00101101
01010100,0111011010,01011011
10001110,1001010001,10010110
00011011,1101011110,00111101
10001001,0100010101,00000100
11110010,0111000101,01111110
11010100,1000101111,10110100
00000000,1100001111,10010010
01000001,1011111111,01110100
00011010,1110100110,00000001
11001110,1111010110,00010010
01010011,0101101010,01100111
11010101,1111111001,10101111
00100100,1101110110,00010001
01101001,1001100011,00010000
00000111,0100011100,00111010
10001110,0110100000,11110100
00100101,1101000100,11111001
01100111,0100001010,11001001
10110100,1011110111,01000001
11110110,1100101111,00010111
00001010,1011101111,01001011
11111100,1000001011,11101011
10100000,1111100100,01011101
01010110,0111010001,11111001
11000100,0101001010,00010111
01000001,1110010101,10110010
10111001,0100000111,01011010
00101101,0110000000,11100010
11110110,0100111101,00110010
01100101,1101011001,11011010
01111111,0011000001,01100011
00011011,1000100001,10100100
00010001,0100000100,00101010
00101111,0000001000,00100111
01011000,1011111010,10110010
11010110,1110011111,11110110
11000001,0000011100,00011100
01011000,0001011110,01010001
00010110,1010100111,00000011
10001000,0010111100,11111110
00110001,1100111001,10101110
01011100,0010111000,00000111
11001101,0100100101,00111100
10001001,1011111010,01011110
01110111,1101100110,00100000
00000100,1101000000,10110011
11010010,0111010110,01011000
01010110,1000011010,10010100
10101000,1010010011,00110011
01011011,0010111110,00000011
01110101,1001000110,01010001
00101011,1111100000,01101000
00000100,1010101111,11111111
11110110,1001110001,01101011
01101110,0011000001,10111101
00101110,0000111111,01001111
10011110,0101100101,11010011
10000011,0010101010,01111010
11001011,1010011010,00100111
00110110,1101101101,11010111
01111010,1010101000,10100111
01110111,0011011101,10100101
00101010,0010100000,01111111
11101000,1111000010,00111000
00111101,1001001100,11001110
00110011,1100110110,10111111
11000000,0100000111,10010110
11010001,0010110110,11101000
10010001,1101001011,11010101
11110001,0010011001,01010110
10000000,0010000101,11111110
01001101,0101001110,01001111
11111010,0110110110,00011000
01010000,0111110110,10010101
11011111,1011101001,01011011
10000000,0001110100,10111000
11110001,1011010100,11010000
11100101,0110111001,01010000
10110110,1010001000,00011011
00000001,1000011101,00111111
11001101,0000110101,11010101
01010001,0010001111,00100100
11011011,0010111000,00000110
10000011,1111010011,01010100
00001011,0010010011,01011110
01110001,1000110100,00101010
10010100,1100110000,10010111
01011010,1000110111,10010101
01110011,0100111010,11111100
10000010,1001000010,01000001
00100110,0010001100,11110001
01010101,1111010110,01011101
01001001,0100100001,00111010
00111001,0110010110,10111100
00100000,1110001100,11111101
00101100,1001101010,00110011
10101101,0011110101,10000010
11000110,1010010110,00011010
10011100,1010010101,10000011
01011011,0110111111,01000010
01100110,1010001001,11100011
01000011,0110100111,01011100
00001000,1110101011,10100011
11110010,1101010000,01101011
01101001,0010101010,01100001
10001000,0010100111,01100100
01010111,0101010011,00011000
01001100,1000011111,00111110
11011000,0011100000,10101000
00000101,1001111101,10101110
01100001,0100110101,11110101
10010100,0100011010,01000111
10101101,0001110011,01010110
01001000,0101101000,00101110
11010011,1110100111,00100001
01110110,0100110100,00001001
10100111,1011100011,10011000
11010001,1011110110,01111110
